codepoints	group	counted	cluster_width	code_point_sum	note
1F9D1+1F3FF+200D+2696	emoji-minimally-qualified	2	2	6	judge: dark skin tone
1F468+200D+2696+FE0F	emoji-fully-qualified	2	2	4	man judge
1F468+200D+2696	emoji-minimally-qualified	2	2	4	man judge
1F468+1F3FB+200D+2696+FE0F	emoji-fully-qualified	2	2	6	man judge: light skin tone
1F468+1F3FB+200D+2696	emoji-minimally-qualified	2	2	6	man judge: light skin tone
1F468+1F3FC+200D+2696+FE0F	emoji-fully-qualified	2	2	6	man judge: medium-light skin tone
1F468+1F3FC+200D+2696	emoji-minimally-qualified	2	2	6	man judge: medium-light skin tone
1F468+1F3FD+200D+2696+FE0F	emoji-fully-qualified	2	2	6	man judge: medium skin tone
1F468+1F3FD+200D+2696	emoji-minimally-qualified	2	2	6	man judge: medium skin tone
1F468+1F3FE+200D+2696+FE0F	emoji-fully-qualified	2	2	6	man judge: medium-dark skin tone
1F468+1F3FE+200D+2696	emoji-minimally-qualified	2	2	6	man judge: medium-dark skin tone
1F468+1F3FF+200D+2696+FE0F	emoji-fully-qualified	2	2	6	man judge: dark skin tone
1F468+1F3FF+200D+2696	emoji-minimally-qualified	2	2	6	man judge: dark skin tone
1F469+200D+2696+FE0F	emoji-fully-qualified	2	2	4	woman judge
1F469+200D+2696	emoji-minimally-qualified	2	2	4	woman judge
1F469+1F3FB+200D+2696+FE0F	emoji-fully-qualified	2	2	6	woman judge: light skin tone
1F469+1F3FB+200D+2696	emoji-minimally-qualified	2	2	6	woman judge: light skin tone
1F469+1F3FC+200D+2696+FE0F	emoji-fully-qualified	2	2	6	woman judge: medium-light skin tone
1F469+1F3FC+200D+2696	emoji-minimally-qualified	2	2	6	woman judge: medium-light skin tone
1F469+1F3FD+200D+2696+FE0F	emoji-fully-qualified	2	2	6	woman judge: medium skin tone
1F469+1F3FD+200D+2696	emoji-minimally-qualified	2	2	6	woman judge: medium skin tone
1F469+1F3FE+200D+2696+FE0F	emoji-fully-qualified	2	2	6	woman judge: medium-dark skin tone
1F469+1F3FE+200D+2696	emoji-minimally-qualified	2	2	6	woman judge: medium-dark skin tone
1F469+1F3FF+200D+2696+FE0F	emoji-fully-qualified	2	2	6	woman judge: dark skin tone
1F469+1F3FF+200D+2696	emoji-minimally-qualified	2	2	6	woman judge: dark skin tone
1F9D1+200D+1F33E	emoji-fully-qualified	2	2	5	farmer
1F9D1+1F3FB+200D+1F33E	emoji-fully-qualified	2	2	7	farmer: light skin tone
1F9D1+1F3FC+200D+1F33E	emoji-fully-qualified	2	2	7	farmer: medium-light skin tone
1F9D1+1F3FD+200D+1F33E	emoji-fully-qualified	2	2	7	farmer: medium skin tone
1F9D1+1F3FE+200D+1F33E	emoji-fully-qualified	2	2	7	farmer: medium-dark skin tone
1F9D1+1F3FF+200D+1F33E	emoji-fully-qualified	2	2	7	farmer: dark skin tone
1F468+200D+1F33E	emoji-fully-qualified	2	2	5	man farmer
1F468+1F3FB+200D+1F33E	emoji-fully-qualified	2	2	7	man farmer: light skin tone
1F468+1F3FC+200D+1F33E	emoji-fully-qualified	2	2	7	man farmer: medium-light skin tone
1F468+1F3FD+200D+1F33E	emoji-fully-qualified	2	2	7	man farmer: medium skin tone
1F468+1F3FE+200D+1F33E	emoji-fully-qualified	2	2	7	man farmer: medium-dark skin tone
1F468+1F3FF+200D+1F33E	emoji-fully-qualified	2	2	7	man farmer: dark skin tone
1F469+200D+1F33E	emoji-fully-qualified	2	2	5	woman farmer
1F469+1F3FB+200D+1F33E	emoji-fully-qualified	2	2	7	woman farmer: light skin tone
1F469+1F3FC+200D+1F33E	emoji-fully-qualified	2	2	7	woman farmer: medium-light skin tone
1F469+1F3FD+200D+1F33E	emoji-fully-qualified	2	2	7	woman farmer: medium skin tone
1F469+1F3FE+200D+1F33E	emoji-fully-qualified	2	2	7	woman farmer: medium-dark skin tone
1F469+1F3FF+200D+1F33E	emoji-fully-qualified	2	2	7	woman farmer: dark skin tone
1F9D1+200D+1F373	emoji-fully-qualified	2	2	5	cook
1F9D1+1F3FB+200D+1F373	emoji-fully-qualified	2	2	7	cook: light skin tone
1F9D1+1F3FC+200D+1F373	emoji-fully-qualified	2	2	7	cook: medium-light skin tone
1F9D1+1F3FD+200D+1F373	emoji-fully-qualified	2	2	7	cook: medium skin tone
1F9D1+1F3FE+200D+1F373	emoji-fully-qualified	2	2	7	cook: medium-dark skin tone
1F9D1+1F3FF+200D+1F373	emoji-fully-qualified	2	2	7	cook: dark skin tone
1F468+200D+1F373	emoji-fully-qualified	2	2	5	man cook
1F468+1F3FB+200D+1F373	emoji-fully-qualified	2	2	7	man cook: light skin tone
1F468+1F3FC+200D+1F373	emoji-fully-qualified	2	2	7	man cook: medium-light skin tone
1F468+1F3FD+200D+1F373	emoji-fully-qualified	2	2	7	man cook: medium skin tone
1F468+1F3FE+200D+1F373	emoji-fully-qualified	2	2	7	man cook: medium-dark skin tone
1F468+1F3FF+200D+1F373	emoji-fully-qualified	2	2	7	man cook: dark skin tone
1F469+200D+1F373	emoji-fully-qualified	2	2	5	woman cook
1F469+1F3FB+200D+1F373	emoji-fully-qualified	2	2	7	woman cook: light skin tone
1F469+1F3FC+200D+1F373	emoji-fully-qualified	2	2	7	woman cook: medium-light skin tone
1F469+1F3FD+200D+1F373	emoji-fully-qualified	2	2	7	woman cook: medium skin tone
1F469+1F3FE+200D+1F373	emoji-fully-qualified	2	2	7	woman cook: medium-dark skin tone
1F469+1F3FF+200D+1F373	emoji-fully-qualified	2	2	7	woman cook: dark skin tone
1F9D1+200D+1F527	emoji-fully-qualified	2	2	5	mechanic
1F9D1+1F3FB+200D+1F527	emoji-fully-qualified	2	2	7	mechanic: light skin tone
1F9D1+1F3FC+200D+1F527	emoji-fully-qualified	2	2	7	mechanic: medium-light skin tone
1F9D1+1F3FD+200D+1F527	emoji-fully-qualified	2	2	7	mechanic: medium skin tone
1F9D1+1F3FE+200D+1F527	emoji-fully-qualified	2	2	7	mechanic: medium-dark skin tone
1F9D1+1F3FF+200D+1F527	emoji-fully-qualified	2	2	7	mechanic: dark skin tone
1F468+200D+1F527	emoji-fully-qualified	2	2	5	man mechanic
1F468+1F3FB+200D+1F527	emoji-fully-qualified	2	2	7	man mechanic: light skin tone
1F468+1F3FC+200D+1F527	emoji-fully-qualified	2	2	7	man mechanic: medium-light skin tone
1F468+1F3FD+200D+1F527	emoji-fully-qualified	2	2	7	man mechanic: medium skin tone
1F468+1F3FE+200D+1F527	emoji-fully-qualified	2	2	7	man mechanic: medium-dark skin tone
1F468+1F3FF+200D+1F527	emoji-fully-qualified	2	2	7	man mechanic: dark skin tone
1F469+200D+1F527	emoji-fully-qualified	2	2	5	woman mechanic
1F469+1F3FB+200D+1F527	emoji-fully-qualified	2	2	7	woman mechanic: light skin tone
1F469+1F3FC+200D+1F527	emoji-fully-qualified	2	2	7	woman mechanic: medium-light skin tone
1F469+1F3FD+200D+1F527	emoji-fully-qualified	2	2	7	woman mechanic: medium skin tone
1F469+1F3FE+200D+1F527	emoji-fully-qualified	2	2	7	woman mechanic: medium-dark skin tone
1F469+1F3FF+200D+1F527	emoji-fully-qualified	2	2	7	woman mechanic: dark skin tone
1F9D1+200D+1F3ED	emoji-fully-qualified	2	2	5	factory worker
1F9D1+1F3FB+200D+1F3ED	emoji-fully-qualified	2	2	7	factory worker: light skin tone
1F9D1+1F3FC+200D+1F3ED	emoji-fully-qualified	2	2	7	factory worker: medium-light skin tone
1F9D1+1F3FD+200D+1F3ED	emoji-fully-qualified	2	2	7	factory worker: medium skin tone
1F9D1+1F3FE+200D+1F3ED	emoji-fully-qualified	2	2	7	factory worker: medium-dark skin tone
1F9D1+1F3FF+200D+1F3ED	emoji-fully-qualified	2	2	7	factory worker: dark skin tone
1F468+200D+1F3ED	emoji-fully-qualified	2	2	5	man factory worker
1F468+1F3FB+200D+1F3ED	emoji-fully-qualified	2	2	7	man factory worker: light skin tone
1F468+1F3FC+200D+1F3ED	emoji-fully-qualified	2	2	7	man factory worker: medium-light skin tone
1F468+1F3FD+200D+1F3ED	emoji-fully-qualified	2	2	7	man factory worker: medium skin tone
1F468+1F3FE+200D+1F3ED	emoji-fully-qualified	2	2	7	man factory worker: medium-dark skin tone
1F468+1F3FF+200D+1F3ED	emoji-fully-qualified	2	2	7	man factory worker: dark skin tone
1F469+200D+1F3ED	emoji-fully-qualified	2	2	5	woman factory worker
1F469+1F3FB+200D+1F3ED	emoji-fully-qualified	2	2	7	woman factory worker: light skin tone
1F469+1F3FC+200D+1F3ED	emoji-fully-qualified	2	2	7	woman factory worker: medium-light skin tone
1F469+1F3FD+200D+1F3ED	emoji-fully-qualified	2	2	7	woman factory worker: medium skin tone
1F469+1F3FE+200D+1F3ED	emoji-fully-qualified	2	2	7	woman factory worker: medium-dark skin tone
1F469+1F3FF+200D+1F3ED	emoji-fully-qualified	2	2	7	woman factory worker: dark skin tone
1F9D1+200D+1F4BC	emoji-fully-qualified	2	2	5	office worker
1F9D1+1F3FB+200D+1F4BC	emoji-fully-qualified	2	2	7	office worker: light skin tone
1F9D1+1F3FC+200D+1F4BC	emoji-fully-qualified	2	2	7	office worker: medium-light skin tone
1F9D1+1F3FD+200D+1F4BC	emoji-fully-qualified	2	2	7	office worker: medium skin tone
1F9D1+1F3FE+200D+1F4BC	emoji-fully-qualified	2	2	7	office worker: medium-dark skin tone
1F9D1+1F3FF+200D+1F4BC	emoji-fully-qualified	2	2	7	office worker: dark skin tone
1F468+200D+1F4BC	emoji-fully-qualified	2	2	5	man office worker
1F468+1F3FB+200D+1F4BC	emoji-fully-qualified	2	2	7	man office worker: light skin tone
1F468+1F3FC+200D+1F4BC	emoji-fully-qualified	2	2	7	man office worker: medium-light skin tone
1F468+1F3FD+200D+1F4BC	emoji-fully-qualified	2	2	7	man office worker: medium skin tone
1F468+1F3FE+200D+1F4BC	emoji-fully-qualified	2	2	7	man office worker: medium-dark skin tone
1F468+1F3FF+200D+1F4BC	emoji-fully-qualified	2	2	7	man office worker: dark skin tone
1F469+200D+1F4BC	emoji-fully-qualified	2	2	5	woman office worker
1F469+1F3FB+200D+1F4BC	emoji-fully-qualified	2	2	7	woman office worker: light skin tone
1F469+1F3FC+200D+1F4BC	emoji-fully-qualified	2	2	7	woman office worker: medium-light skin tone
1F469+1F3FD+200D+1F4BC	emoji-fully-qualified	2	2	7	woman office worker: medium skin tone
1F469+1F3FE+200D+1F4BC	emoji-fully-qualified	2	2	7	woman office worker: medium-dark skin tone
1F469+1F3FF+200D+1F4BC	emoji-fully-qualified	2	2	7	woman office worker: dark skin tone
1F9D1+200D+1F52C	emoji-fully-qualified	2	2	5	scientist
1F9D1+1F3FB+200D+1F52C	emoji-fully-qualified	2	2	7	scientist: light skin tone
1F9D1+1F3FC+200D+1F52C	emoji-fully-qualified	2	2	7	scientist: medium-light skin tone
1F9D1+1F3FD+200D+1F52C	emoji-fully-qualified	2	2	7	scientist: medium skin tone
1F9D1+1F3FE+200D+1F52C	emoji-fully-qualified	2	2	7	scientist: medium-dark skin tone
1F9D1+1F3FF+200D+1F52C	emoji-fully-qualified	2	2	7	scientist: dark skin tone
1F468+200D+1F52C	emoji-fully-qualified	2	2	5	man scientist
1F468+1F3FB+200D+1F52C	emoji-fully-qualified	2	2	7	man scientist: light skin tone
1F468+1F3FC+200D+1F52C	emoji-fully-qualified	2	2	7	man scientist: medium-light skin tone
1F468+1F3FD+200D+1F52C	emoji-fully-qualified	2	2	7	man scientist: medium skin tone
1F468+1F3FE+200D+1F52C	emoji-fully-qualified	2	2	7	man scientist: medium-dark skin tone
1F468+1F3FF+200D+1F52C	emoji-fully-qualified	2	2	7	man scientist: dark skin tone
1F469+200D+1F52C	emoji-fully-qualified	2	2	5	woman scientist
1F469+1F3FB+200D+1F52C	emoji-fully-qualified	2	2	7	woman scientist: light skin tone
1F469+1F3FC+200D+1F52C	emoji-fully-qualified	2	2	7	woman scientist: medium-light skin tone
1F469+1F3FD+200D+1F52C	emoji-fully-qualified	2	2	7	woman scientist: medium skin tone
1F469+1F3FE+200D+1F52C	emoji-fully-qualified	2	2	7	woman scientist: medium-dark skin tone
1F469+1F3FF+200D+1F52C	emoji-fully-qualified	2	2	7	woman scientist: dark skin tone
1F9D1+200D+1F4BB	emoji-fully-qualified	2	2	5	technologist
1F9D1+1F3FB+200D+1F4BB	emoji-fully-qualified	2	2	7	technologist: light skin tone
1F9D1+1F3FC+200D+1F4BB	emoji-fully-qualified	2	2	7	technologist: medium-light skin tone
1F9D1+1F3FD+200D+1F4BB	emoji-fully-qualified	2	2	7	technologist: medium skin tone
1F9D1+1F3FE+200D+1F4BB	emoji-fully-qualified	2	2	7	technologist: medium-dark skin tone
1F9D1+1F3FF+200D+1F4BB	emoji-fully-qualified	2	2	7	technologist: dark skin tone
1F468+200D+1F4BB	emoji-fully-qualified	2	2	5	man technologist
1F468+1F3FB+200D+1F4BB	emoji-fully-qualified	2	2	7	man technologist: light skin tone
1F468+1F3FC+200D+1F4BB	emoji-fully-qualified	2	2	7	man technologist: medium-light skin tone
1F468+1F3FD+200D+1F4BB	emoji-fully-qualified	2	2	7	man technologist: medium skin tone
1F468+1F3FE+200D+1F4BB	emoji-fully-qualified	2	2	7	man technologist: medium-dark skin tone
1F468+1F3FF+200D+1F4BB	emoji-fully-qualified	2	2	7	man technologist: dark skin tone
1F469+1F3FB+200D+1F4BB	emoji-fully-qualified	2	2	7	woman technologist: light skin tone
1F469+1F3FC+200D+1F4BB	emoji-fully-qualified	2	2	7	woman technologist: medium-light skin tone
1F469+1F3FD+200D+1F4BB	emoji-fully-qualified	2	2	7	woman technologist: medium skin tone
1F469+1F3FE+200D+1F4BB	emoji-fully-qualified	2	2	7	woman technologist: medium-dark skin tone
1F9D1+200D+1F3A4	emoji-fully-qualified	2	2	5	singer
1F9D1+1F3FB+200D+1F3A4	emoji-fully-qualified	2	2	7	singer: light skin tone
1F9D1+1F3FC+200D+1F3A4	emoji-fully-qualified	2	2	7	singer: medium-light skin tone
1F9D1+1F3FD+200D+1F3A4	emoji-fully-qualified	2	2	7	singer: medium skin tone
1F9D1+1F3FE+200D+1F3A4	emoji-fully-qualified	2	2	7	singer: medium-dark skin tone
1F9D1+1F3FF+200D+1F3A4	emoji-fully-qualified	2	2	7	singer: dark skin tone
1F468+200D+1F3A4	emoji-fully-qualified	2	2	5	man singer
1F468+1F3FB+200D+1F3A4	emoji-fully-qualified	2	2	7	man singer: light skin tone
1F468+1F3FC+200D+1F3A4	emoji-fully-qualified	2	2	7	man singer: medium-light skin tone
1F468+1F3FD+200D+1F3A4	emoji-fully-qualified	2	2	7	man singer: medium skin tone
1F468+1F3FE+200D+1F3A4	emoji-fully-qualified	2	2	7	man singer: medium-dark skin tone
1F468+1F3FF+200D+1F3A4	emoji-fully-qualified	2	2	7	man singer: dark skin tone
1F469+200D+1F3A4	emoji-fully-qualified	2	2	5	woman singer
1F469+1F3FB+200D+1F3A4	emoji-fully-qualified	2	2	7	woman singer: light skin tone
1F469+1F3FC+200D+1F3A4	emoji-fully-qualified	2	2	7	woman singer: medium-light skin tone
1F469+1F3FD+200D+1F3A4	emoji-fully-qualified	2	2	7	woman singer: medium skin tone
1F469+1F3FE+200D+1F3A4	emoji-fully-qualified	2	2	7	woman singer: medium-dark skin tone
1F469+1F3FF+200D+1F3A4	emoji-fully-qualified	2	2	7	woman singer: dark skin tone
1F9D1+200D+1F3A8	emoji-fully-qualified	2	2	5	artist
1F9D1+1F3FB+200D+1F3A8	emoji-fully-qualified	2	2	7	artist: light skin tone
1F9D1+1F3FC+200D+1F3A8	emoji-fully-qualified	2	2	7	artist: medium-light skin tone
1F9D1+1F3FD+200D+1F3A8	emoji-fully-qualified	2	2	7	artist: medium skin tone
1F9D1+1F3FE+200D+1F3A8	emoji-fully-qualified	2	2	7	artist: medium-dark skin tone
1F9D1+1F3FF+200D+1F3A8	emoji-fully-qualified	2	2	7	artist: dark skin tone
1F468+200D+1F3A8	emoji-fully-qualified	2	2	5	man artist
1F468+1F3FB+200D+1F3A8	emoji-fully-qualified	2	2	7	man artist: light skin tone
1F468+1F3FC+200D+1F3A8	emoji-fully-qualified	2	2	7	man artist: medium-light skin tone
1F468+1F3FD+200D+1F3A8	emoji-fully-qualified	2	2	7	man artist: medium skin tone
1F468+1F3FE+200D+1F3A8	emoji-fully-qualified	2	2	7	man artist: medium-dark skin tone
1F468+1F3FF+200D+1F3A8	emoji-fully-qualified	2	2	7	man artist: dark skin tone
1F469+200D+1F3A8	emoji-fully-qualified	2	2	5	woman artist
1F469+1F3FB+200D+1F3A8	emoji-fully-qualified	2	2	7	woman artist: light skin tone
1F469+1F3FC+200D+1F3A8	emoji-fully-qualified	2	2	7	woman artist: medium-light skin tone
1F469+1F3FD+200D+1F3A8	emoji-fully-qualified	2	2	7	woman artist: medium skin tone
1F469+1F3FE+200D+1F3A8	emoji-fully-qualified	2	2	7	woman artist: medium-dark skin tone
1F469+1F3FF+200D+1F3A8	emoji-fully-qualified	2	2	7	woman artist: dark skin tone
1F9D1+200D+2708+FE0F	emoji-fully-qualified	2	2	4	pilot
1F9D1+200D+2708	emoji-minimally-qualified	2	2	4	pilot
1F9D1+1F3FB+200D+2708+FE0F	emoji-fully-qualified	2	2	6	pilot: light skin tone
1F9D1+1F3FB+200D+2708	emoji-minimally-qualified	2	2	6	pilot: light skin tone
1F9D1+1F3FC+200D+2708+FE0F	emoji-fully-qualified	2	2	6	pilot: medium-light skin tone
1F9D1+1F3FC+200D+2708	emoji-minimally-qualified	2	2	6	pilot: medium-light skin tone
1F9D1+1F3FD+200D+2708+FE0F	emoji-fully-qualified	2	2	6	pilot: medium skin tone
1F9D1+1F3FD+200D+2708	emoji-minimally-qualified	2	2	6	pilot: medium skin tone
1F9D1+1F3FE+200D+2708+FE0F	emoji-fully-qualified	2	2	6	pilot: medium-dark skin tone
1F9D1+1F3FE+200D+2708	emoji-minimally-qualified	2	2	6	pilot: medium-dark skin tone
1F9D1+1F3FF+200D+2708+FE0F	emoji-fully-qualified	2	2	6	pilot: dark skin tone
1F9D1+1F3FF+200D+2708	emoji-minimally-qualified	2	2	6	pilot: dark skin tone
1F468+200D+2708+FE0F	emoji-fully-qualified	2	2	4	man pilot
1F468+200D+2708	emoji-minimally-qualified	2	2	4	man pilot
1F468+1F3FB+200D+2708+FE0F	emoji-fully-qualified	2	2	6	man pilot: light skin tone
1F468+1F3FB+200D+2708	emoji-minimally-qualified	2	2	6	man pilot: light skin tone
1F468+1F3FC+200D+2708+FE0F	emoji-fully-qualified	2	2	6	man pilot: medium-light skin tone
1F468+1F3FC+200D+2708	emoji-minimally-qualified	2	2	6	man pilot: medium-light skin tone
1F468+1F3FD+200D+2708+FE0F	emoji-fully-qualified	2	2	6	man pilot: medium skin tone
1F468+1F3FD+200D+2708	emoji-minimally-qualified	2	2	6	man pilot: medium skin tone
1F468+1F3FE+200D+2708+FE0F	emoji-fully-qualified	2	2	6	man pilot: medium-dark skin tone
1F468+1F3FE+200D+2708	emoji-minimally-qualified	2	2	6	man pilot: medium-dark skin tone
1F468+1F3FF+200D+2708+FE0F	emoji-fully-qualified	2	2	6	man pilot: dark skin tone
1F468+1F3FF+200D+2708	emoji-minimally-qualified	2	2	6	man pilot: dark skin tone
1F469+200D+2708+FE0F	emoji-fully-qualified	2	2	4	woman pilot
1F469+200D+2708	emoji-minimally-qualified	2	2	4	woman pilot
1F469+1F3FB+200D+2708+FE0F	emoji-fully-qualified	2	2	6	woman pilot: light skin tone
1F469+1F3FB+200D+2708	emoji-minimally-qualified	2	2	6	woman pilot: light skin tone
1F469+1F3FC+200D+2708+FE0F	emoji-fully-qualified	2	2	6	woman pilot: medium-light skin tone
1F469+1F3FC+200D+2708	emoji-minimally-qualified	2	2	6	woman pilot: medium-light skin tone
1F469+1F3FD+200D+2708+FE0F	emoji-fully-qualified	2	2	6	woman pilot: medium skin tone
1F469+1F3FD+200D+2708	emoji-minimally-qualified	2	2	6	woman pilot: medium skin tone
1F469+1F3FE+200D+2708+FE0F	emoji-fully-qualified	2	2	6	woman pilot: medium-dark skin tone
1F469+1F3FE+200D+2708	emoji-minimally-qualified	2	2	6	woman pilot: medium-dark skin tone
1F469+1F3FF+200D+2708+FE0F	emoji-fully-qualified	2	2	6	woman pilot: dark skin tone
1F469+1F3FF+200D+2708	emoji-minimally-qualified	2	2	6	woman pilot: dark skin tone
1F9D1+200D+1F680	emoji-fully-qualified	2	2	5	astronaut
1F9D1+1F3FB+200D+1F680	emoji-fully-qualified	2	2	7	astronaut: light skin tone
1F9D1+1F3FC+200D+1F680	emoji-fully-qualified	2	2	7	astronaut: medium-light skin tone
1F9D1+1F3FD+200D+1F680	emoji-fully-qualified	2	2	7	astronaut: medium skin tone
1F9D1+1F3FE+200D+1F680	emoji-fully-qualified	2	2	7	astronaut: medium-dark skin tone
1F9D1+1F3FF+200D+1F680	emoji-fully-qualified	2	2	7	astronaut: dark skin tone
1F468+200D+1F680	emoji-fully-qualified	2	2	5	man astronaut
1F468+1F3FB+200D+1F680	emoji-fully-qualified	2	2	7	man astronaut: light skin tone
1F468+1F3FC+200D+1F680	emoji-fully-qualified	2	2	7	man astronaut: medium-light skin tone
1F468+1F3FD+200D+1F680	emoji-fully-qualified	2	2	7	man astronaut: medium skin tone
1F468+1F3FE+200D+1F680	emoji-fully-qualified	2	2	7	man astronaut: medium-dark skin tone
1F468+1F3FF+200D+1F680	emoji-fully-qualified	2	2	7	man astronaut: dark skin tone
1F469+1F3FB+200D+1F680	emoji-fully-qualified	2	2	7	woman astronaut: light skin tone
1F469+1F3FC+200D+1F680	emoji-fully-qualified	2	2	7	woman astronaut: medium-light skin tone
1F469+1F3FD+200D+1F680	emoji-fully-qualified	2	2	7	woman astronaut: medium skin tone
1F469+1F3FE+200D+1F680	emoji-fully-qualified	2	2	7	woman astronaut: medium-dark skin tone
1F469+1F3FF+200D+1F680	emoji-fully-qualified	2	2	7	woman astronaut: dark skin tone
1F9D1+200D+1F692	emoji-fully-qualified	2	2	5	firefighter
1F9D1+1F3FB+200D+1F692	emoji-fully-qualified	2	2	7	firefighter: light skin tone
1F9D1+1F3FC+200D+1F692	emoji-fully-qualified	2	2	7	firefighter: medium-light skin tone
1F9D1+1F3FD+200D+1F692	emoji-fully-qualified	2	2	7	firefighter: medium skin tone
1F9D1+1F3FE+200D+1F692	emoji-fully-qualified	2	2	7	firefighter: medium-dark skin tone
1F9D1+1F3FF+200D+1F692	emoji-fully-qualified	2	2	7	firefighter: dark skin tone
1F468+200D+1F692	emoji-fully-qualified	2	2	5	man firefighter
1F468+1F3FB+200D+1F692	emoji-fully-qualified	2	2	7	man firefighter: light skin tone
1F468+1F3FC+200D+1F692	emoji-fully-qualified	2	2	7	man firefighter: medium-light skin tone
1F468+1F3FD+200D+1F692	emoji-fully-qualified	2	2	7	man firefighter: medium skin tone
1F468+1F3FE+200D+1F692	emoji-fully-qualified	2	2	7	man firefighter: medium-dark skin tone
1F468+1F3FF+200D+1F692	emoji-fully-qualified	2	2	7	man firefighter: dark skin tone
1F469+200D+1F692	emoji-fully-qualified	2	2	5	woman firefighter
1F469+1F3FB+200D+1F692	emoji-fully-qualified	2	2	7	woman firefighter: light skin tone
1F469+1F3FC+200D+1F692	emoji-fully-qualified	2	2	7	woman firefighter: medium-light skin tone
1F469+1F3FD+200D+1F692	emoji-fully-qualified	2	2	7	woman firefighter: medium skin tone
1F469+1F3FE+200D+1F692	emoji-fully-qualified	2	2	7	woman firefighter: medium-dark skin tone
